index,_id,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario,uf,nome_uf
9,6494be310417200165cefa55,4200051,Abdon Batista,-27.6126,-51.0233,0,42,9939,49,America/Sao_Paulo,SC,Santa Catarina
59,6494be310417200165cef4b2,2200251,Alagoinha do Piauí,-7.00039,-40.9282,0,22,9767,89,America/Sao_Paulo,PI,Piauí
109,6494be310417200165cefbd3,3501103,Alto Alegre,-21.5811,-50.168,0,35,6121,18,America/Sao_Paulo,SP,São Paulo
159,6494be310417200165cee9e8,2901007,Amargosa,-13.0215,-39.602,0,29,3319,75,America/Sao_Paulo,BA,Bahia
209,6494be310417200165cefbe0,3502309,Anhembi,-22.793,-48.1336,0,35,6145,14,America/Sao_Paulo,SP,São Paulo
259,6494be310417200165cee9f7,2902104,Araci,-11.3253,-38.9584,0,29,3341,75,America/Sao_Paulo,BA,Bahia
309,6494be310417200165ceeb90,2301406,Aratuba,-4.41229,-39.0471,0,23,1327,85,America/Sao_Paulo,CE,Ceará
359,6494be310417200165cef879,4301073,Arroio do Padre,-31.4389,-52.4246,0,43,1122,53,America/Sao_Paulo,RS,Rio Grande do Sul
409,6494be310417200165cef77b,2400208,Açu,-5.58362,-36.914,0,24,1603,84,America/Sao_Paulo,RN,Rio Grande do Norte
459,6494be310417200165cefc01,3505203,Bariri,-22.073,-48.7438,0,35,6203,14,America/Sao_Paulo,SP,São Paulo
509,6494be310417200165cefe62,1703107,Barrolândia,-9.83404,-48.7252,0,17,9693,63,America/Sao_Paulo,TO,Tocantins
559,6494be310417200165cef406,2601508,Belém de Maria,-8.62504,-35.8335,0,26,2329,81,America/Sao_Paulo,PE,Pernambuco
609,6494be310417200165cef5b6,4103057,Boa Vista da Aparecida,-25.4308,-53.4117,0,41,7981,45,America/Sao_Paulo,PR,Paraná
659,6494be310417200165ceeda0,2102077,Bom Lugar,-4.37311,-45.0326,0,21,130,99,America/Sao_Paulo,MA,Maranhão
709,6494be310417200165cee935,2701100,Branquinha,-9.23342,-36.0162,0,27,2721,82,America/Sao_Paulo,AL,Alagoas
759,6494be310417200165ceeeb9,3109253,Bugre,-19.4231,-42.2552,0,31,576,33,America/Sao_Paulo,MG,Minas Gerais
809,6494be310417200165ceeebf,3109709,Cachoeira de Minas,-22.3511,-45.7809,0,31,4193,35,America/Sao_Paulo,MG,Minas Gerais
859,6494be310417200165cee937,2701308,Cajueiro,-9.3994,-36.1559,0,27,2725,82,America/Sao_Paulo,AL,Alagoas
909,6494be310417200165cefc33,3509502,Campinas,-22.9053,-47.0659,0,35,6291,19,America/Sao_Paulo,SP,São Paulo
959,6494be310417200165ceeed5,3111903,Cana Verde,-21.0232,-45.1801,0,31,4237,35,America/Sao_Paulo,MG,Minas Gerais
1009,6494be310417200165ceea31,2906857,Capela do Alto Alegre,-11.6658,-39.8349,0,29,3081,75,America/Sao_Paulo,BA,Bahia
1059,6494be310417200165ceeee9,3113503,Carbonita,-17.5255,-43.0137,0,31,4269,38,America/Sao_Paulo,MG,Minas Gerais
1109,6494be310417200165cefc42,3510807,Casa Branca,-21.7708,-47.0852,0,35,6317,19,America/Sao_Paulo,SP,São Paulo
1159,6494be310417200165cefa87,4203006,Caçador,-26.7757,-51.012,0,42,8057,49,America/Sao_Paulo,SC,Santa Catarina
1209,6494be310417200165cef8cc,4305371,Charrua,-27.9493,-52.015,0,43,5965,54,America/Sao_Paulo,RS,Rio Grande do Sul
1259,6494be310417200165cef8d2,4305587,Colinas,-29.3948,-51.8556,0,43,6029,51,America/Sao_Paulo,RS,Rio Grande do Sul
1309,6494be310417200165cef8d4,4305702,Condor,-28.2075,-53.4905,0,43,8611,55,America/Sao_Paulo,RS,Rio Grande do Sul
1359,6494be310417200165cefc54,3512605,Coronel Macedo,-23.6261,-49.31,0,35,6353,14,America/Sao_Paulo,SP,São Paulo
1409,6494be310417200165ceef38,3120508,Cristina,-22.208,-45.2673,0,31,4409,35,America/Sao_Paulo,MG,Minas Gerais
1459,6494be310417200165cef5ee,4107009,Curiúva,-24.0362,-50.4576,0,41,7537,43,America/Sao_Paulo,PR,Paraná
1509,6494be310417200165cefc5f,3513702,Descalvado,-21.9002,-47.6181,0,35,6375,19,America/Sao_Paulo,SP,São Paulo
1559,6494be310417200165cef2b4,1502939,Dom Eliseu,-4.19944,-47.8245,0,15,583,94,America/Sao_Paulo,PA,Pará
1609,6494be310417200165cee9a6,1301407,Eirunepé,-6.65677,-69.8662,0,13,229,97,America/Rio_Branco,AM,Amazonas
1659,6494be310417200165cef4fd,2203701,Esperantina,-3.88863,-42.2324,0,22,1073,86,America/Sao_Paulo,PI,Piauí
1709,6494be310417200165cefc79,3515400,Fartura,-23.3916,-49.5124,0,35,6409,14,America/Sao_Paulo,SP,São Paulo
1759,6494be310417200165cef434,2605608,Flores,-7.85842,-37.9715,0,26,2411,87,America/Sao_Paulo,PE,Pernambuco
1809,6494be310417200165cef7a4,2403905,Francisco Dantas,-6.07234,-38.1212,0,24,1677,84,America/Sao_Paulo,RN,Rio Grande do Norte
1859,6494be310417200165cefc89,3516853,Gavião Peixoto,-21.8367,-48.4957,0,35,798,16,America/Sao_Paulo,SP,São Paulo
1909,6494be310417200165ceedca,2104552,Governador Edison Lobão,-5.74973,-47.3646,0,21,162,99,America/Sao_Paulo,MA,Maranhão
1959,6494be310417200165cef367,2506301,Guarabira,-6.85064,-35.485,0,25,2027,83,America/Sao_Paulo,PB,Paraíba
2009,6494be310417200165ceef9e,3129004,Guiricema,-21.0098,-42.7207,0,31,4579,32,America/Sao_Paulo,MG,Minas Gerais
2059,6494be310417200165ceea72,2912103,Ibicaraí,-14.8579,-39.5914,0,29,3541,73,America/Sao_Paulo,BA,Bahia
2109,6494be310417200165cef2bb,1503200,Igarapé-Açu,-1.12539,-47.626,0,15,463,91,America/Sao_Paulo,PA,Pará
2159,6494be310417200165ceefb3,3130705,Indianópolis,-19.0341,-47.9155,0,31,4613,34,America/Sao_Paulo,MG,Minas Gerais
2209,6494be310417200165ceebd0,2305803,Ipu,-4.31748,-40.7059,0,23,1417,88,America/Sao_Paulo,CE,Ceará
2259,6494be310417200165cefe88,1710508,Itacajá,-8.39293,-47.7726,0,17,9405,63,America/Sao_Paulo,TO,Tocantins
