index,_id,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario,uf,nome_uf
7,6494be310417200165cef58f,4100103,Abatiá,-23.3049,-50.3133,0,41,7401,43,America/Sao_Paulo,PR,Paraná
57,6494be310417200165cef31b,2500502,Alagoinha,-6.94657,-35.5332,0,25,1909,83,America/Sao_Paulo,PB,Paraíba
107,6494be310417200165cef855,1400050,Alto Alegre,2.98858,-61.3072,0,14,305,95,America/Porto_Velho,RR,Roraima
157,6494be310417200165cef4b7,2200509,Amarante,-6.24304,-42.8433,0,22,1009,86,America/Sao_Paulo,PI,Piauí
207,6494be310417200165cef1b0,5000856,Angélica,-22.1527,-53.7708,0,50,9169,67,America/Porto_Velho,MS,Mato Grosso do Sul
257,6494be310417200165ceeb8c,2301109,Aracati,-4.55826,-37.7679,0,23,1321,88,America/Sao_Paulo,CE,Ceará
307,6494be310417200165cee9f9,2902252,Arataca,-15.2651,-39.419,0,29,3073,73,America/Sao_Paulo,BA,Bahia
357,6494be310417200165cefa69,4201604,Arroio Trinta,-26.9257,-51.3407,0,42,8031,49,America/Sao_Paulo,SC,Santa Catarina
407,6494be310417200165cefe5e,1702901,Axixá do Tocantins,-5.61275,-47.7701,0,17,9257,63,America/Sao_Paulo,TO,Tocantins
457,6494be310417200165cef789,2401503,Barcelona,-5.94284,-35.9247,0,24,1629,84,America/Sao_Paulo,RN,Rio Grande do Norte
507,6494be310417200165ceea06,2903300,Barro Preto,-14.7948,-39.476,0,29,3365,73,America/Sao_Paulo,BA,Bahia
557,6494be310417200165cef299,1501402,Belém,-1.4554,-48.4898,1,15,427,91,America/Sao_Paulo,PA,Pará
607,6494be310417200165cef334,2502151,Boa Vista,-7.26365,-36.2357,0,25,458,83,America/Sao_Paulo,PB,Paraíba
657,6494be310417200165cefe64,1703305,Bom Jesus do Tocantins,-8.96306,-48.165,0,17,341,63,America/Sao_Paulo,TO,Tocantins
707,6494be310417200165cef29e,1501709,Bragança,-1.06126,-46.7826,0,15,433,91,America/Sao_Paulo,PA,Pará
757,6494be310417200165ceeeb8,3109204,Buenópolis,-17.8744,-44.1775,0,31,4183,38,America/Sao_Paulo,MG,Minas Gerais
807,6494be310417200165ceeebe,3109600,Cachoeira da Prata,-19.521,-44.4544,0,31,4191,31,America/Sao_Paulo,MG,Minas Gerais
857,6494be310417200165cef345,2503753,Cajazeirinhas,-6.96016,-37.8009,0,25,462,83,America/Sao_Paulo,PB,Paraíba
907,6494be310417200165cefc32,3509452,Campina do Monte Alegre,-23.5895,-48.4758,0,35,2999,15,America/Sao_Paulo,SP,São Paulo
957,6494be310417200165cef72c,3301009,Campos dos Goytacazes,-21.7622,-41.3181,0,33,5819,22,America/Sao_Paulo,RJ,Rio de Janeiro
1007,6494be310417200165cef8b9,4304689,Capela de Santana,-29.6961,-51.328,0,43,8443,51,America/Sao_Paulo,RS,Rio Grande do Sul
1057,6494be310417200165cef793,2402303,Caraúbas,-5.78387,-37.5586,0,24,1645,84,America/Sao_Paulo,RN,Rio Grande do Norte
1107,6494be310417200165ceeef7,3114808,Carvalhos,-22.0,-44.4632,0,31,4295,35,America/Sao_Paulo,MG,Minas Gerais
1157,6494be310417200165cef8c3,4305108,Caxias do Sul,-29.1629,-51.1792,0,43,8599,54,America/Sao_Paulo,RS,Rio Grande do Sul
1207,6494be310417200165cefc4b,3511706,Charqueada,-22.5096,-47.7755,0,35,6335,19,America/Sao_Paulo,SP,São Paulo
1257,6494be310417200165cefc4e,3512001,Colina,-20.7114,-48.5387,0,35,6341,17,America/Sao_Paulo,SP,São Paulo
1307,6494be310417200165cef352,2504603,Conde,-7.25746,-34.8999,0,25,1993,83,America/Sao_Paulo,PB,Paraíba
1357,6494be310417200165cef799,2402907,Coronel João Pessoa,-6.24974,-38.4441,0,24,1657,84,America/Sao_Paulo,RN,Rio Grande do Norte
1407,6494be310417200165ceef37,3120409,Cristiano Otoni,-20.8324,-43.8166,0,31,4407,31,America/Sao_Paulo,MG,Minas Gerais
1457,6494be310417200165cef5ed,4106902,Curitiba,-25.4195,-49.2646,1,41,7535,41,America/Sao_Paulo,PR,Paraná
1507,6494be310417200165ceebb5,2304269,Deputado Irapuan Pinheiro,-5.91485,-39.257,0,23,1243,88,America/Sao_Paulo,CE,Ceará
1557,6494be310417200165ceef51,3122470,Dom Bosco,-16.652,-46.2597,0,31,606,38,America/Sao_Paulo,MG,Minas Gerais
1607,6494be310417200165ceecd8,5207352,Edealina,-17.4239,-49.6644,0,52,9795,64,America/Sao_Paulo,GO,Goiás
1657,6494be310417200165ceef64,3124104,Esmeraldas,-19.764,-44.3065,0,31,4481,31,America/Sao_Paulo,MG,Minas Gerais
1707,6494be310417200165cef5fb,4107553,Farol,-24.0958,-52.6217,0,41,5511,44,America/Sao_Paulo,PR,Paraná
