index,_id,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario,uf,nome_uf
39,6494be310417200165cef4b0,2200103,Agricolândia,-5.79676,-42.6664,0,22,1001,86,America/Sao_Paulo,PI,Piauí
89,6494be310417200165ceee67,3101706,Almenara,-16.1785,-40.6942,0,31,4033,33,America/Sao_Paulo,MG,Minas Gerais
139,6494be310417200165cefbd8,3501509,Alvinlândia,-22.4435,-49.7623,0,35,6129,14,America/Sao_Paulo,SP,São Paulo
189,6494be310417200165cefa5f,4200804,Anchieta,-26.5382,-53.3319,0,42,8015,49,America/Sao_Paulo,SC,Santa Catarina
239,6494be310417200165cef71f,3300159,Aperibé,-21.6252,-42.1017,0,33,2919,22,America/Sao_Paulo,RJ,Rio de Janeiro
289,6494be310417200165ceee7e,3103751,Araporã,-18.4357,-49.1847,0,31,2903,34,America/Sao_Paulo,MG,Minas Gerais
339,6494be310417200165ceeca0,5202353,Arenópolis,-16.3837,-51.5563,0,52,9671,64,America/Sao_Paulo,GO,Goiás
389,6494be310417200165cef87f,4301503,Augusto Pestana,-28.5172,-53.9883,0,43,8529,55,America/Sao_Paulo,RS,Rio Grande do Sul
439,6494be310417200165ceeb95,2301851,Banabuiú,-5.30454,-38.9132,0,23,1233,88,America/Sao_Paulo,CE,Ceará
489,6494be310417200165ceea03,2903102,Barra do Rocha,-14.2,-39.5991,0,29,3361,73,America/Sao_Paulo,BA,Bahia
539,6494be310417200165ceee95,3106002,Bela Vista de Minas,-19.8302,-43.0922,0,31,4119,31,America/Sao_Paulo,MG,Minas Gerais
589,6494be310417200165cefa7a,4202305,Biguaçu,-27.496,-48.6598,0,42,8045,48,America/Sao_Paulo,SC,Santa Catarina
639,6494be310417200165cef335,2502201,Bom Jesus,-6.81601,-38.6453,0,25,1945,83,America/Sao_Paulo,PB,Paraíba
689,6494be310417200165ceea11,2904100,Boquira,-12.8205,-42.7324,0,29,3381,77,America/Sao_Paulo,BA,Bahia
739,6494be310417200165cef33b,2502904,Brejo dos Santos,-6.37065,-37.8253,0,25,1959,83,America/Sao_Paulo,PB,Paraíba
789,6494be310417200165ceecb0,5204003,Cabeceiras,-15.7995,-46.9265,0,52,9279,61,America/Sao_Paulo,GO,Goiás
839,6494be310417200165ceeec4,3110103,Caiana,-20.6956,-41.9292,0,31,4201,32,America/Sao_Paulo,MG,Minas Gerais
889,6494be310417200165ceeeca,3110707,Cambuquira,-21.854,-45.2896,0,31,4213,35,America/Sao_Paulo,MG,Minas Gerais
939,6494be310417200165cef82a,1100700,Campo Novo de Rondônia,-10.5712,-63.6266,0,11,679,69,America/Porto_Velho,RO,Rondônia
989,6494be310417200165ceea2f,2906808,Cansanção,-10.6647,-39.4944,0,29,3435,75,America/Sao_Paulo,BA,Bahia
1039,6494be310417200165cef85a,1400209,Caracaraí,1.82766,-61.1304,0,14,303,95,America/Porto_Velho,RR,Roraima
1089,6494be310417200165ceeeec,3113800,Carmésia,-19.0877,-43.1382,0,31,4275,31,America/Sao_Paulo,MG,Minas Gerais
1139,6494be310417200165cef424,2604205,Catende,-8.67509,-35.7024,0,26,2383,81,America/Sao_Paulo,PE,Pernambuco
1189,6494be310417200165cef8c7,4305157,Cerro Grande,-27.6106,-53.1672,0,43,8437,55,America/Sao_Paulo,RS,Rio Grande do Sul
1239,6494be310417200165ceef0c,3116605,Cláudio,-20.4437,-44.7673,0,31,4331,37,America/Sao_Paulo,MG,Minas Gerais
1289,6494be310417200165cef2ad,1502707,Conceição do Araguaia,-8.26136,-49.2689,0,15,453,94,America/Sao_Paulo,PA,Pará
1339,6494be310417200165ceef27,3119005,Cordislândia,-21.7891,-45.6999,0,31,4379,35,America/Sao_Paulo,MG,Minas Gerais
1389,6494be310417200165ceef33,3120102,Couto de Magalhães de Minas,-18.0727,-43.4648,0,31,4401,38,America/Sao_Paulo,MG,Minas Gerais
1439,6494be310417200165cefc5d,3513504,Cubatão,-23.8911,-46.424,0,35,6371,13,America/Sao_Paulo,SP,São Paulo
1489,6494be310417200165ceef30,3119906,Córrego do Bom Jesus,-22.6269,-46.0241,0,31,4397,35,America/Sao_Paulo,MG,Minas Gerais
1539,6494be310417200165ceef4d,3122306,Divinópolis,-20.1446,-44.8912,0,31,4445,37,America/Sao_Paulo,MG,Minas Gerais
1589,6494be310417200165cef8ee,4306734,Doutor Maurício Cardoso,-27.5103,-54.3577,0,43,8425,55,America/Sao_Paulo,RS,Rio Grande do Sul
1639,6494be310417200165cef5f8,4107538,Entre Rios do Oeste,-24.7042,-54.2385,0,41,5529,45,America/Sao_Paulo,PR,Paraná
1689,6494be310417200165cef8ff,4307609,Estância Velha,-29.6535,-51.1843,0,43,8649,51,America/Sao_Paulo,RS,Rio Grande do Sul
1739,6494be310417200165cefc7c,3515657,Fernão,-22.3607,-49.5187,0,35,796,14,America/Sao_Paulo,SP,São Paulo
1789,6494be310417200165cef90e,4308433,Forquetinha,-29.3828,-52.0981,0,43,1142,51,America/Sao_Paulo,RS,Rio Grande do Sul
1839,6494be310417200165cef366,2506251,Gado Bravo,-7.58279,-35.7899,0,25,480,83,America/Sao_Paulo,PB,Paraíba
1889,6494be310417200165cefe83,1708304,Goianorte,-8.77413,-48.9313,0,17,9699,63,America/Sao_Paulo,TO,Tocantins
1939,6494be310417200165cef509,2204501,Guadalupe,-6.78285,-43.5594,0,22,1089,89,America/Sao_Paulo,PI,Piauí
1989,6494be310417200165cefc9a,3518503,Guareí,-23.3714,-48.1837,0,35,6471,15,America/Sao_Paulo,SP,São Paulo
2039,6494be310417200165ceecf1,5209903,Iaciara,-14.1011,-46.6335,0,52,9393,62,America/Sao_Paulo,GO,Goiás
2089,6494be310417200165ceefa3,3129509,Ibiá,-19.4749,-46.5474,0,31,4589,34,America/Sao_Paulo,MG,Minas Gerais
2139,6494be310417200165cef36c,2506707,Imaculada,-7.3889,-37.5079,0,25,2035,83,America/Sao_Paulo,PB,Paraíba
2189,6494be310417200165ceea84,2913804,Ipecaetá,-12.3028,-39.3069,0,29,3577,75,America/Sao_Paulo,BA,Bahia
2239,6494be310417200165cef62a,4110805,Iretama,-24.4253,-52.1012,0,41,7609,44,America/Sao_Paulo,PR,Paraná
2289,6494be310417200165ceea96,2915403,Itaju do Colônia,-15.1366,-39.7283,0,29,3609,73,America/Sao_Paulo,BA,Bahia
2339,6494be310417200165cefad6,4208401,Itapiranga,-27.1659,-53.7166,0,42,8165,49,America/Sao_Paulo,SC,Santa Catarina
2389,6494be310417200165ceefd4,3133808,Itaúna,-20.0818,-44.5801,0,31,4675,37,America/Sao_Paulo,MG,Minas Gerais
2439,6494be310417200165cee94f,2703403,Jacaré dos Homens,-9.63545,-37.2076,0,27,2767,82,America/Sao_Paulo,AL,Alagoas
2489,6494be310417200165cefb9b,2803401,Japoatã,-10.3477,-36.8045,0,28,3167,79,America/Sao_Paulo,SE,Sergipe
