index,_id,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario,uf,nome_uf
21,6494be310417200165cef4af,2200053,Acauã,-8.21954,-41.0831,0,22,266,89,America/Sao_Paulo,PI,Piauí
71,6494be310417200165cef869,4300406,Alegrete,-29.7902,-55.7949,0,43,8507,55,America/Sao_Paulo,RS,Rio Grande do Sul
121,6494be310417200165cef4b4,2200301,Alto Longá,-5.25634,-42.2096,0,22,1005,86,America/Sao_Paulo,PI,Piauí
171,6494be310417200165cee9e9,2901106,Amélia Rodrigues,-12.3914,-38.7563,0,29,3321,75,America/Sao_Paulo,BA,Bahia
221,6494be310417200165ceee75,3102902,Antônio Carlos,-21.321,-43.7451,0,31,4057,32,America/Sao_Paulo,MG,Minas Gerais
271,6494be310417200165ceec9f,5202155,Araguapaz,-15.0909,-50.6315,0,52,9669,62,America/Sao_Paulo,GO,Goiás
321,6494be310417200165ceec9c,5201603,Araçu,-16.3563,-49.6804,0,52,9231,62,America/Sao_Paulo,GO,Goiás
371,6494be310417200165ceeb92,2301604,Assaré,-6.8669,-39.8689,0,23,1331,88,America/Sao_Paulo,CE,Ceará
421,6494be310417200165cee9fd,2902609,Baixa Grande,-11.9519,-40.169,0,29,3351,74,America/Sao_Paulo,BA,Bahia
471,6494be310417200165cef32d,2501575,Barra de Santana,-7.51809,-35.9913,0,25,454,83,America/Sao_Paulo,PB,Paraíba
521,6494be310417200165cef885,4301750,Barão do Triunfo,-30.3891,-51.7384,0,43,5771,51,America/Sao_Paulo,RS,Rio Grande do Sul
571,6494be310417200165cefc0c,3506201,Bento de Abreu,-21.2686,-50.814,0,35,6223,18,America/Sao_Paulo,SP,São Paulo
621,6494be310417200165cefc13,3506805,Bocaina,-22.1365,-48.523,0,35,6235,14,America/Sao_Paulo,SP,São Paulo
671,6494be310417200165cefa81,4202453,Bombinhas,-27.1382,-48.5146,0,42,5537,47,America/Sao_Paulo,SC,Santa Catarina
721,6494be310417200165ceeeb5,3108909,Brazópolis,-22.4743,-45.6166,0,31,4177,33,America/Sao_Paulo,MG,Minas Gerais
771,6494be310417200165ceeda5,2102325,Buriticupu,-4.32375,-46.4409,0,21,134,98,America/Sao_Paulo,MA,Maranhão
821,6494be310417200165cef341,2503506,Cacimba de Dentro,-6.6386,-35.7778,0,25,1971,83,America/Sao_Paulo,PB,Paraíba
871,6494be310417200165cef419,2603405,Calumbi,-7.93551,-38.1482,0,26,2367,87,America/Sao_Paulo,PE,Pernambuco
921,6494be310417200165ceeed0,3111200,Campo Belo,-20.8932,-45.2699,0,31,4223,35,America/Sao_Paulo,MG,Minas Gerais
971,6494be310417200165ceea2c,2906501,Candeias,-12.6716,-38.5472,0,29,3429,71,America/Sao_Paulo,BA,Bahia
1021,6494be310417200165ceeee1,3112703,Capitão Enéas,-16.3265,-43.7084,0,31,4253,38,America/Sao_Paulo,MG,Minas Gerais
1071,6494be310417200165cefe6a,1703867,Cariri do Tocantins,-11.8881,-49.1609,0,17,327,63,America/Sao_Paulo,TO,Tocantins
1121,6494be310417200165cef1c0,5002902,Cassilândia,-19.1179,-51.7313,0,50,9057,67,America/Porto_Velho,MS,Mato Grosso do Sul
1171,6494be310417200165cefa96,4204152,Celso Ramos,-27.6327,-51.335,0,42,9943,49,America/Sao_Paulo,SC,Santa Catarina
1221,6494be310417200165cef8ce,4305439,Chuí,-33.6866,-53.4594,0,43,968,53,America/Sao_Paulo,RS,Rio Grande do Sul
1271,6494be310417200165cee940,2702108,Colônia Leopoldina,-8.91806,-35.7214,0,27,2741,82,America/Sao_Paulo,AL,Alagoas
1321,6494be310417200165ceef21,3118403,Conselheiro Pena,-19.1789,-41.4736,0,31,4367,33,America/Sao_Paulo,MG,Minas Gerais
1371,6494be310417200165cef42a,2604809,Cortês,-8.47443,-35.5468,0,26,2395,81,America/Sao_Paulo,PE,Pernambuco
1421,6494be310417200165ceebb4,2304251,Cruz,-2.91813,-40.176,0,23,1589,88,America/Sao_Paulo,CE,Ceará
1471,6494be310417200165ceef3e,3120904,Curvelo,-18.7527,-44.4303,0,31,4417,38,America/Sao_Paulo,MG,Minas Gerais
1521,6494be310417200165ceef46,3121605,Diamantina,-18.2413,-43.6031,0,31,4431,38,America/Sao_Paulo,MG,Minas Gerais
1571,6494be310417200165cef4fa,2203420,Domingos Mourão,-4.2495,-41.2683,0,22,1141,86,America/Sao_Paulo,PI,Piauí
1621,6494be310417200165cefc6e,3514957,Embaúba,-20.9796,-48.8325,0,35,7251,17,America/Sao_Paulo,SP,São Paulo
1671,6494be310417200165ceef67,3124401,Espírito Santo do Dourado,-22.0454,-45.9548,0,31,4487,35,America/Sao_Paulo,MG,Minas Gerais
1721,6494be310417200165cefb8f,2802205,Feira Nova,-10.2616,-37.3147,0,28,3143,79,America/Sao_Paulo,SE,Sergipe
1771,6494be310417200165cef90b,4308250,Floriano Peixoto,-27.8614,-52.0838,0,43,986,54,America/Sao_Paulo,RS,Rio Grande do Sul
1821,6494be310417200165ceef82,3126950,Frei Lagonegro,-18.1751,-42.7617,0,31,610,33,America/Sao_Paulo,MG,Minas Gerais
1871,6494be310417200165cef916,4308904,Getúlio Vargas,-27.8911,-52.2294,0,43,8677,54,America/Sao_Paulo,RS,Rio Grande do Sul
1921,6494be310417200165cef91b,4309159,Gramado Xavier,-29.2706,-52.5795,0,43,5763,51,America/Sao_Paulo,RS,Rio Grande do Sul
1971,6494be310417200165ceecec,5209408,Guarani de Goiás,-13.9421,-46.4868,0,52,9383,62,America/Sao_Paulo,GO,Goiás
2021,6494be310417200165cefca0,3519006,Herculândia,-22.0038,-50.3907,0,35,6481,14,America/Sao_Paulo,SP,São Paulo
2071,6494be310417200165cef929,4309902,Ibiraiaras,-28.3741,-51.6377,0,43,8699,54,America/Sao_Paulo,RS,Rio Grande do Sul
2121,6494be310417200165cef61f,4110003,Iguaraçu,-23.1949,-51.8256,0,41,7595,44,America/Sao_Paulo,PR,Paraná
2171,6494be310417200165cee94e,2703304,Inhapi,-9.22594,-37.7509,0,27,2765,82,America/Sao_Paulo,AL,Alagoas
