index,_id,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario,uf,nome_uf
23,6494be310417200165ceeb83,2300309,Acopiara,-6.08911,-39.448,0,23,1305,88,America/Sao_Paulo,CE,Ceará
73,6494be310417200165cef86a,4300455,Alegria,-27.8345,-54.0557,0,43,8497,55,America/Sao_Paulo,RS,Rio Grande do Sul
123,6494be310417200165cef595,4100608,Alto Paraná,-23.1312,-52.3189,0,41,7409,44,America/Sao_Paulo,PR,Paraná
173,6494be310417200165cefbda,3501707,Américo Brasiliense,-21.7288,-48.1147,0,35,6133,16,America/Sao_Paulo,SP,São Paulo
223,6494be310417200165ceee76,3103009,Antônio Dias,-19.6491,-42.8732,0,31,4059,31,America/Sao_Paulo,MG,Minas Gerais
273,6494be310417200165cefe59,1702208,Araguatins,-5.64659,-48.1232,0,17,9243,63,America/Sao_Paulo,TO,Tocantins
323,6494be310417200165ceee80,3103900,Araújos,-19.9405,-45.1671,0,31,4077,37,America/Sao_Paulo,MG,Minas Gerais
373,6494be310417200165cefbf5,3504008,Assis,-22.66,-50.4183,0,35,6179,18,America/Sao_Paulo,SP,São Paulo
423,6494be310417200165ceeb94,2301802,Baixio,-6.71945,-38.7134,0,23,1335,88,America/Sao_Paulo,CE,Ceará
473,6494be310417200165ceec44,3200904,Barra de São Francisco,-18.7548,-40.8965,0,32,5617,27,America/Sao_Paulo,ES,Espírito Santo
523,6494be310417200165cef1b6,5001904,Bataguassu,-21.7159,-52.4221,0,50,9037,67,America/Porto_Velho,MS,Mato Grosso do Sul
573,6494be310417200165ceee9a,3106507,Berilo,-16.9567,-42.4606,0,31,4129,33,America/Sao_Paulo,MG,Minas Gerais
623,6494be310417200165cefa7c,4202438,Bocaina do Sul,-27.7455,-49.9423,0,42,898,49,America/Sao_Paulo,SC,Santa Catarina
673,6494be310417200165cef858,1400159,Bonfim,3.36161,-59.8333,0,14,307,95,America/Porto_Velho,RR,Roraima
723,6494be310417200165cefa84,4202859,Braço do Trombudo,-27.3586,-49.8821,0,42,5557,47,America/Sao_Paulo,SC,Santa Catarina
773,6494be310417200165ceea18,2904753,Buritirama,-10.7171,-43.6302,0,29,3079,77,America/Sao_Paulo,BA,Bahia
823,6494be310417200165cee936,2701209,Cacimbinhas,-9.40121,-36.9911,0,27,2723,82,America/Sao_Paulo,AL,Alagoas
873,6494be310417200165cee9d0,1600204,Calçoene,2.50475,-50.9512,0,16,603,96,America/Sao_Paulo,AP,Amapá
