index,_id,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario,uf,nome_uf
13,6494be310417200165cef3f6,2600054,Abreu e Lima,-7.90072,-34.8984,0,26,2631,81,America/Sao_Paulo,PE,Pernambuco
63,6494be310417200165cef31c,2500536,Alcantil,-7.73668,-36.0511,0,25,440,83,America/Sao_Paulo,PB,Paraíba
113,6494be310417200165cef1fd,5100300,Alto Araguaia,-17.3153,-53.2181,0,51,9005,66,America/Porto_Velho,MT,Mato Grosso
163,6494be310417200165cef871,4300646,Ametista do Sul,-27.3607,-53.183,0,43,5969,55,America/Sao_Paulo,RS,Rio Grande do Sul
213,6494be310417200165cefa62,4201109,Anitápolis,-27.9012,-49.1316,0,42,8021,48,America/Sao_Paulo,SC,Santa Catarina
263,6494be310417200165ceec9d,5201702,Aragarças,-15.8955,-52.2372,0,52,9233,64,America/Sao_Paulo,GO,Goiás
313,6494be310417200165ceee81,3104007,Araxá,-19.5902,-46.9438,0,31,4079,34,America/Sao_Paulo,MG,Minas Gerais
363,6494be310417200165cefbf2,3503802,Artur Nogueira,-22.5727,-47.1727,0,35,6175,19,America/Sao_Paulo,SP,São Paulo
413,6494be310417200165ceed91,2101251,Bacabeira,-2.96452,-44.3164,0,21,116,98,America/Sao_Paulo,MA,Maranhão
463,6494be310417200165cef4c1,2201176,Barra D'Alcântara,-6.51645,-42.1146,0,22,272,89,America/Sao_Paulo,PI,Piauí
513,6494be310417200165cefc07,3505708,Barueri,-23.5057,-46.879,0,35,6213,11,America/Sao_Paulo,SP,São Paulo
563,6494be310417200165cef4c8,2201606,Beneditinos,-5.45676,-42.3638,0,22,1031,86,America/Sao_Paulo,PI,Piauí
613,6494be310417200165ceed9d,2101970,Boa Vista do Gurupi,-1.77614,-46.3002,0,21,126,98,America/Sao_Paulo,MA,Maranhão
663,6494be310417200165ceeea9,3107901,Bom Repouso,-22.4675,-46.144,0,31,4157,35,America/Sao_Paulo,MG,Minas Gerais
713,6494be310417200165ceeeb2,3108552,Brasilândia de Minas,-16.9999,-46.0081,0,31,574,38,America/Sao_Paulo,MG,Minas Gerais
763,6494be310417200165cefc23,3508108,Buritama,-21.0661,-50.1475,0,35,6263,18,America/Sao_Paulo,SP,São Paulo
813,6494be310417200165cef8a0,4303004,Cachoeira do Sul,-30.033,-52.8928,0,43,8559,51,America/Sao_Paulo,RS,Rio Grande do Sul
863,6494be310417200165ceeec6,3110301,Caldas,-21.9183,-46.3843,0,31,4205,35,America/Sao_Paulo,MG,Minas Gerais
913,6494be310417200165ceecba,5204706,Campinorte,-14.3137,-49.1511,0,52,9293,62,America/Sao_Paulo,GO,Goiás
963,6494be310417200165ceea29,2906204,Canarana,-11.6858,-41.7677,0,29,3423,74,America/Sao_Paulo,BA,Bahia
1013,6494be310417200165ceeede,3112505,Capim Branco,-19.5471,-44.1304,0,31,4249,31,America/Sao_Paulo,MG,Minas Gerais
1063,6494be310417200165ceeeea,3113602,Careaçu,-22.0424,-45.696,0,31,4271,35,America/Sao_Paulo,MG,Minas Gerais
1113,6494be310417200165ceeef9,3115003,Cascalho Rico,-18.5772,-47.8716,0,31,4299,34,America/Sao_Paulo,MG,Minas Gerais
1163,6494be310417200165ceea1d,2905107,Caém,-11.0677,-40.432,0,29,3401,74,America/Sao_Paulo,BA,Bahia
1213,6494be310417200165ceef08,3116209,Chiador,-21.9996,-43.0617,0,31,4323,32,America/Sao_Paulo,MG,Minas Gerais
1263,6494be310417200165cef21a,5103254,Colniza,-9.46121,-59.2252,0,51,1080,66,America/Porto_Velho,MT,Mato Grosso
1313,6494be310417200165ceef1c,3117900,Congonhal,-22.1488,-46.043,0,31,4357,35,America/Sao_Paulo,MG,Minas Gerais
1363,6494be310417200165cef8da,4305934,Coronel Pilar,-29.2695,-51.6847,0,43,1138,54,America/Sao_Paulo,RS,Rio Grande do Sul
1413,6494be310417200165ceea51,2909703,Cristópolis,-12.2249,-44.4214,0,29,3493,77,America/Sao_Paulo,BA,Bahia
1463,6494be310417200165cef35c,2505303,Curral Velho,-7.53075,-38.1962,0,25,2007,83,America/Sao_Paulo,PB,Paraíba
1513,6494be310417200165ceef44,3121407,Desterro de Entre Rios,-20.665,-44.3334,0,31,4427,31,America/Sao_Paulo,MG,Minas Gerais
1563,6494be310417200165ceef53,3122603,Dom Joaquim,-18.961,-43.2544,0,31,4451,31,America/Sao_Paulo,MG,Minas Gerais
1613,6494be310417200165cef8f0,4306767,Eldorado do Sul,-30.0847,-51.6187,0,43,8423,51,America/Sao_Paulo,RS,Rio Grande do Sul
1663,6494be310417200165cef5f9,4107520,Esperança Nova,-23.7238,-53.811,0,41,850,44,America/Sao_Paulo,PR,Paraná
1713,6494be310417200165cefaac,4205308,Faxinal dos Guedes,-26.8451,-52.2596,0,42,8103,49,America/Sao_Paulo,SC,Santa Catarina
1763,6494be310417200165cef435,2605707,Floresta,-8.60307,-38.5687,0,26,2413,87,America/Sao_Paulo,PE,Pernambuco
1813,6494be310417200165cef505,2204204,Francisco Santos,-6.99491,-41.1288,0,22,1083,89,America/Sao_Paulo,PI,Piauí
1863,6494be310417200165cef60b,4108502,General Carneiro,-26.425,-51.3172,0,41,7567,42,America/Sao_Paulo,PR,Paraná
1913,6494be310417200165ceedcc,2104628,Governador Luiz Rocha,-5.47835,-44.0774,0,21,164,99,America/Sao_Paulo,MA,Maranhão
1963,6494be310417200165cefabb,4206405,Guaraciaba,-26.6042,-53.5243,0,42,8125,49,America/Sao_Paulo,SC,Santa Catarina
2013,6494be310417200165cefe86,1709500,Gurupi,-11.7279,-49.068,0,17,9385,63,America/Sao_Paulo,TO,Tocantins
2063,6494be310417200165ceea74,2912301,Ibicuí,-14.845,-39.9879,0,29,3545,73,America/Sao_Paulo,BA,Bahia
2113,6494be310417200165cefcaf,3520202,Igaratá,-23.2037,-46.157,0,35,6505,11,America/Sao_Paulo,SP,São Paulo
2163,6494be310417200165cefb95,2802809,Indiaroba,-11.5157,-37.515,0,28,3155,79,America/Sao_Paulo,SE,Sergipe
2213,6494be310417200165ceebd1,2305902,Ipueiras,-4.53802,-40.7118,0,23,1419,88,America/Sao_Paulo,CE,Ceará
2263,6494be310417200165cee9ad,1301902,Itacoatiara,-3.13861,-58.4449,0,13,241,92,America/Porto_Velho,AM,Amazonas
2313,6494be310417200165ceea9c,2916005,Itanhém,-17.1642,-40.3321,0,29,3621,73,America/Sao_Paulo,BA,Bahia
2363,6494be310417200165cef44c,2607802,Itaquitinga,-7.66373,-35.1002,0,26,2455,81,America/Sao_Paulo,PE,Pernambuco
2413,6494be310417200165cefad2,4208005,Itá,-27.2907,-52.3212,0,42,8157,49,America/Sao_Paulo,SC,Santa Catarina
2463,6494be310417200165cefce1,3524709,Jaguariúna,-22.7037,-46.9851,0,35,6595,19,America/Sao_Paulo,SP,São Paulo
2513,6494be310417200165cef640,4112702,Jataizinho,-23.2578,-50.9777,0,41,7647,43,America/Sao_Paulo,PR,Paraná
2563,6494be310417200165ceeff6,3136579,Josenópolis,-16.5417,-42.5151,0,31,638,38,America/Sao_Paulo,MG,Minas Gerais
2613,6494be310417200165cef37a,2508000,Juru,-7.52983,-37.815,0,25,2061,83,America/Sao_Paulo,PB,Paraíba
2663,6494be310417200165cef37c,2508208,Lagoa de Dentro,-6.67213,-35.3706,0,25,2065,83,America/Sao_Paulo,PB,Paraíba
2713,6494be310417200165cefae6,4209508,Laurentino,-27.2173,-49.7331,0,42,8187,47,America/Sao_Paulo,SC,Santa Catarina
2763,6494be310417200165cefcfd,3527306,Louveira,-23.0856,-46.9484,0,35,6647,19,America/Sao_Paulo,SP,São Paulo
