index,_id,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario,uf,nome_uf
29,6494be310417200165cefbc8,3500204,Adolfo,-21.2325,-49.6451,0,35,6103,17,America/Sao_Paulo,SP,São Paulo
79,6494be310417200165cefbd0,3500808,Alfredo Marcondes,-21.9527,-51.414,0,35,6115,18,America/Sao_Paulo,SP,São Paulo
129,6494be310417200165ceee6d,3102100,Alto Rio Doce,-21.0281,-43.4067,0,31,4041,32,America/Sao_Paulo,MG,Minas Gerais
179,6494be310417200165cef28f,1500701,Anajás,-0.996811,-49.9354,0,15,413,91,America/Sao_Paulo,PA,Pará
229,6494be310417200165ceee77,3103108,Antônio Prado de Minas,-21.0192,-42.1109,0,31,4061,32,America/Sao_Paulo,MG,Minas Gerais
279,6494be310417200165cef875,4300851,Arambaré,-30.9092,-51.5046,0,43,5779,51,America/Sao_Paulo,RS,Rio Grande do Sul
329,6494be310417200165cef721,3300225,Areal,-22.2283,-43.1118,0,33,2925,24,America/Sao_Paulo,RJ,Rio de Janeiro
379,6494be310417200165cef5a9,4102109,Astorga,-23.2318,-51.6668,0,41,7439,44,America/Sao_Paulo,PR,Paraná
429,6494be310417200165cefa6e,4201950,Balneário Arroio do Silva,-28.9806,-49.4237,0,42,888,48,America/Sao_Paulo,SC,Santa Catarina
479,6494be310417200165ceed96,2101608,Barra do Corda,-5.49682,-45.2485,0,21,731,99,America/Sao_Paulo,MA,Maranhão
529,6494be310417200165cefc0a,3506003,Bauru,-22.3246,-49.0871,0,35,6219,14,America/Sao_Paulo,SP,São Paulo
579,6494be310417200165cefc0e,3506359,Bertioga,-23.8486,-46.1396,0,35,2965,13,America/Sao_Paulo,SP,São Paulo
629,6494be310417200165cefc14,3506904,Bofete,-23.1055,-48.2582,0,35,6237,14,America/Sao_Paulo,SP,São Paulo
679,6494be310417200165cef1ba,5002209,Bonito,-21.1261,-56.4836,0,50,9043,67,America/Porto_Velho,MS,Mato Grosso do Sul
729,6494be310417200165cefe66,1703701,Brejinho de Nazaré,-11.0058,-48.5683,0,17,9273,63,America/Sao_Paulo,TO,Tocantins
779,6494be310417200165cef89d,4302709,Butiá,-30.1179,-51.9601,0,43,8553,51,America/Sao_Paulo,RS,Rio Grande do Sul
829,6494be310417200165ceeec2,3109907,Caetanópolis,-19.2971,-44.4189,0,31,4197,31,America/Sao_Paulo,MG,Minas Gerais
879,6494be310417200165cef1bd,5002605,Camapuã,-19.5347,-54.0431,0,50,9049,67,America/Porto_Velho,MS,Mato Grosso do Sul
929,6494be310417200165cef1be,5002704,Campo Grande,-20.4486,-54.6295,1,50,9051,67,America/Porto_Velho,MS,Mato Grosso do Sul
979,6494be310417200165cefa8f,4203709,Canelinha,-27.2616,-48.7658,0,42,8071,48,America/Sao_Paulo,SC,Santa Catarina
1029,6494be310417200165cef8bb,4304671,Capivari do Sul,-30.1383,-50.5152,0,43,962,51,America/Sao_Paulo,RS,Rio Grande do Sul
1079,6494be310417200165cef5d3,4104709,Carlópolis,-23.4269,-49.7235,0,41,7491,43,America/Sao_Paulo,PR,Paraná
1129,6494be310417200165cef5d5,4104907,Castro,-24.7891,-50.0108,0,41,7495,42,America/Sao_Paulo,PR,Paraná
1179,6494be310417200165ceedb4,2103174,Centro Novo do Maranhão,-2.12696,-46.1228,0,21,148,98,America/Sao_Paulo,MA,Maranhão
1229,6494be310417200165ceedb6,2103257,Cidelândia,-5.17465,-47.7781,0,21,150,99,America/Sao_Paulo,MA,Maranhão
1279,6494be310417200165cef350,2504405,Conceição,-7.55106,-38.5014,0,25,1989,83,America/Sao_Paulo,PB,Paraíba
1329,6494be310417200165cee941,2702207,Coqueiro Seco,-9.63715,-35.7994,0,27,2743,82,America/Sao_Paulo,AL,Alagoas
1379,6494be310417200165cee942,2702306,Coruripe,-10.1276,-36.1717,0,27,2745,82,America/Sao_Paulo,AL,Alagoas
1429,6494be310417200165cef5e9,4106571,Cruzeiro do Iguaçu,-25.6192,-53.1285,0,41,5473,46,America/Sao_Paulo,PR,Paraná
1479,6494be310417200165ceedab,2102606,Cândido Mendes,-1.43265,-45.7161,0,21,749,98,America/Sao_Paulo,MA,Maranhão
1529,6494be310417200165ceecd5,5207105,Diorama,-16.2329,-51.2543,0,52,9343,64,America/Sao_Paulo,GO,Goiás
1579,6494be310417200165ceec50,3202009,Dores do Rio Preto,-20.6931,-41.8405,0,32,5639,28,America/Sao_Paulo,ES,Espírito Santo
1629,6494be310417200165cef5f7,4107504,Engenheiro Beltrão,-23.797,-52.2659,0,41,7547,44,America/Sao_Paulo,PR,Paraná
1679,6494be310417200165cef901,4307807,Estrela,-29.5002,-51.9495,0,43,8653,51,America/Sao_Paulo,RS,Rio Grande do Sul
1729,6494be310417200165cee948,2702702,Feliz Deserto,-10.2935,-36.3028,0,27,2753,82,America/Sao_Paulo,AL,Alagoas
1779,6494be310417200165ceef78,3126109,Formiga,-20.4618,-45.4268,0,31,4521,37,America/Sao_Paulo,MG,Minas Gerais
1829,6494be310417200165ceef85,3127073,Fruta de Leite,-16.1225,-42.5288,0,31,612,38,America/Sao_Paulo,MG,Minas Gerais
1879,6494be310417200165cef228,5103957,Glória D'Oeste,-15.768,-58.3108,0,51,135,65,America/Porto_Velho,MT,Mato Grosso
